Time, Normalized-Temperature              
0.8424374276387281, 0.957015460034356
0.8304996233324962, 0.718677152615895
0.9050953446563217, 0.7053749008331133
0.9897888661974807, 0.585410189800422
1.0698245996102216, 0.592110204689344
1.144100320222934, 0.5188078195729326
1.2292382871961938, 0.4821766270591714
1.3091406869793047, 0.46387658639241447
1.388891975315501, 0.41724314942922114
1.4633810297356216, 0.3839408532018962
1.5431500958891022, 0.34064075697946017
1.623061384580855, 0.3240073866830818
1.7136126969171044, 0.3023784497298885
1.7774706166013705, 0.275738390529757
1.8627241393869767, 0.26077391283091755
1.9425998724441613, 0.23747386105302482
2.0278445063211255, 0.22084271298380687
2.1077024615610256, 0.1942093204651567
2.1930093177984844, 0.18924486498858917
2.272991717759373, 0.18594485765523938
2.347587439083198, 0.17264260587245772
2.4222098271329497, 0.16434036520081174
2.512814472921051, 0.1527114504698901
2.592814650699224, 0.15274478387729762
2.6674459276576172, 0.14610921357603035
2.7527705617123597, 0.1444780988402199
2.827375171944827, 0.13284251742781672
2.9127175838168533, 0.13454474343276346
2.9927266505036685, 0.13624474721054958
3.078060173467053, 0.13628030284511772
3.158042573427941, 0.13298029551176804
3.23802497338883, 0.12968028817841837
3.312629583621297, 0.1180447067660152
3.4033497852217454, 0.12808250685001532
3.4780077289060647, 0.12644694765988385
3.552639005864458, 0.11981137735861647
3.637936973193274, 0.11318025151167022
3.7179371509714465, 0.11321358491907774
3.797901773115052, 0.10658023684497098
3.8938930975402175, 0.10495356656348143
3.952559894577544, 0.10497801106224702
0.10689801532892307, 0.043375651945893434
0.18196484881077524, 0.11840692979317757
0.26757392794206225, 0.17010926690948225
0.34748521663381493, 0.1534758966131038
0.41970759935022084, 0.6951726559392357
0.6545703434896524, 0.7319371820826271
0.7408460907690908, 0.908639796977327
